time,t9,rho,eps_nuc_erg_g_s,F_c12_pg_n13,F_n13_pg_o14,F_n13_bd_c13,F_c13_pg_n14,F_n14_pg_o15,F_o14_bd_n14,F_o15_bd_n15,F_n15_pa_c12,F_n15_pg_o16,F_o16_pg_f17,F_o17_pa_n14,F_f17_bd_o17,F_f17_pg_ne18,F_ne18_bd_f18,F_f18_pa_o15,F_o17_pg_f18,tau_c12_pg_n13,tau_n13_pg_o14,tau_n13_bd_c13,tau_c13_pg_n14,tau_n14_pg_o15,tau_o14_bd_n14,tau_o15_bd_n15,tau_n15_pa_c12,tau_n15_pg_o16,tau_o16_pg_f17,tau_o17_pa_n14,tau_f17_bd_o17,tau_f17_pg_ne18,tau_ne18_bd_f18,tau_f18_pa_o15,tau_o17_pg_f18,tau_T9,tau_rho,Q_c12_pg_n13,Q_n13_pg_o14,Q_o14_bd_n14,Q_n14_pg_o15,Q_o15_bd_n15,Q_n15_pa_c12,steady_flow_dispersion_dex,fside_c12,fside_n13,fside_o14,fside_n14,fside_o15,fside_n15
6.26603016e-05,1.99979114e-01,1.49953012e+04,7.68950818e+16,1.95545262e-02,2.96420272e-05,1.42437015e-09,6.67189890e-04,4.71087984e-03,9.13410816e-12,1.68218389e-09,1.65597469e-09,3.24153866e-13,4.70114869e-04,1.02235826e-04,3.16769020e-10,1.72924210e-09,2.25014833e-14,1.50609051e-08,2.04595586e-07,9.69974172e-03,4.14561617e-02,8.62728464e+02,3.13270436e-03,1.20686956e-02,1.01853958e+02,1.76008097e+02,9.68989619e-07,4.95018710e-03,7.70122078e-01,1.28461511e-03,9.30540028e+01,1.70459794e+01,2.40929940e+00,8.40925725e-04,6.41918480e-01,6.00000000e-01,2.00000000e-01,4.15092868e+00,6.29224864e-03,1.93893890e-09,1.00000000e+00,3.57084865e-07,3.51521318e-07,8.71243588e+00,5.98591924e-10,7.28520362e-08,7.28068354e-12,1.40398325e-01,3.19705842e-06,1.21954817e-04
6.67669294e-05,1.99977746e-01,1.49949933e+04,7.68618847e+16,1.95448036e-02,3.15730734e-05,1.51728177e-09,6.66267377e-04,4.70901621e-03,1.03681719e-11,1.79207690e-09,1.76585695e-09,3.45665111e-13,4.70074821e-04,1.01900446e-04,3.37514994e-10,1.84233340e-09,2.55453047e-14,1.59811076e-08,2.03924346e-07,9.70045926e-03,4.14594472e-02,8.62728464e+02,3.13293244e-03,1.20700349e-02,1.01853958e+02,1.76008097e+02,9.69077349e-07,4.95060657e-03,7.70183722e-01,1.28472150e-03,9.30540028e+01,1.70474688e+01,2.40929940e+00,8.41004011e-04,6.41971873e-01,6.00000000e-01,2.00000000e-01,4.15050675e+00,6.70481307e-03,2.20177027e-09,1.00000000e+00,3.80562908e-07,3.74994875e-07,8.65722800e+00,5.98870423e-10,7.76350117e-08,7.74458324e-12,1.40248679e-01,3.39373655e-06,1.21927280e-04
7.11426971e-05,1.99976287e-01,1.49946652e+04,7.68266067e+16,1.95344497e-02,3.36290696e-05,1.61622159e-09,6.65285878e-04,4.70703106e-03,1.17687583e-11,1.90912425e-09,1.88289282e-09,3.68577070e-13,4.70032150e-04,1.01544327e-04,3.59618664e-10,1.96280407e-09,2.90007041e-14,1.69529053e-08,2.03211598e-07,9.70122387e-03,4.14629482e-02,8.62728464e+02,3.13317548e-03,1.20714621e-02,1.01853958e+02,1.76008097e+02,9.69170838e-07,4.95105357e-03,7.70249413e-01,1.28483487e-03,9.30540028e+01,1.70490559e+01,2.40929940e+00,8.41087435e-04,6.42028771e-01,6.00000000e-01,2.00000000e-01,4.15005753e+00,7.14443334e-03,2.50025084e-09,1.00000000e+00,4.05589899e-07,4.00017081e-07,8.60201642e+00,5.99166934e-10,8.27324966e-08,8.23711311e-12,1.40089449e-01,3.60162436e-06,1.21895779e-04
7.58052437e-05,1.99974733e-01,1.49943157e+04,7.67891221e+16,1.95234241e-02,3.58179887e-05,1.72157649e-09,6.64241724e-04,4.70491651e-03,1.33582964e-11,2.03378837e-09,2.00754470e-09,3.92980315e-13,4.69986684e-04,1.01166271e-04,3.83168748e-10,2.09113334e-09,3.29232994e-14,1.79785694e-08,2.02454946e-07,9.70203867e-03,4.14666790e-02,8.62728464e+02,3.13343447e-03,1.20729831e-02,1.01853958e+02,1.76008097e+02,9.69270464e-07,4.95152990e-03,7.70319415e-01,1.28495569e-03,9.30540028e+01,1.70507471e+01,2.40929940e+00,8.41176336e-04,6.42089403e-01,6.00000000e-01,2.00000000e-01,4.14957929e+00,7.61288508e-03,2.83922072e-09,1.00000000e+00,4.32268748e-07,4.26690823e-07,8.54680084e+00,5.99482606e-10,8.81652441e-08,8.75991580e-12,1.39920035e-01,3.82124121e-06,1.21860240e-04
8.07733640e-05,1.99973077e-01,1.49939432e+04,7.67492981e+16,1.95116836e-02,3.81482968e-05,1.83375756e-09,6.63131031e-04,4.70266416e-03,1.51622274e-11,2.16656111e-09,2.14030437e-09,4.18971188e-13,4.69938241e-04,1.00765025e-04,4.08259742e-10,2.22783129e-09,3.73762168e-14,1.90603830e-08,2.01651880e-07,9.70290694e-03,4.14706547e-02,8.62728464e+02,3.13371046e-03,1.20746040e-02,1.01853958e+02,1.76008097e+02,9.69376631e-07,4.95203751e-03,7.70394012e-01,1.28508443e-03,9.30540028e+01,1.70525494e+01,2.40929940e+00,8.41271073e-04,6.42154016e-01,6.00000000e-01,2.00000000e-01,4.14907016e+00,8.11206062e-03,3.22417823e-09,1.00000000e+00,4.60709299e-07,4.55125924e-07,8.49158096e+00,5.99818661e-10,9.39553869e-08,9.31471126e-12,1.39739805e-01,4.05311379e-06,1.21820529e-04
8.60670847e-05,1.99971313e-01,1.49935464e+04,7.67069944e+16,1.94991823e-02,4.06289824e-05,1.95320162e-09,6.61949692e-04,4.70026511e-03,1.72094080e-11,2.30796559e-09,2.28169490e-09,4.46652160e-13,4.69886626e-04,1.00339276e-04,4.34992292e-10,2.37344073e-09,4.24311033e-14,2.02006272e-08,2.00799774e-07,9.70383220e-03,4.14748914e-02,8.62728464e+02,3.13400457e-03,1.20763313e-02,1.01853958e+02,1.76008097e+02,9.69489768e-07,4.95257844e-03,7.70473506e-01,1.28522163e-03,9.30540028e+01,1.70544701e+01,2.40929940e+00,8.41372031e-04,6.42222870e-01,6.00000000e-01,2.00000000e-01,4.14852820e+00,8.64397675e-03,3.66136964e-09,1.00000000e+00,4.91028810e-07,4.85439618e-07,8.43635642e+00,6.00176392e-10,1.00126530e-07,9.90329799e-12,1.39548087e-01,4.29777353e-06,1.21776514e-04
9.17077451e-05,1.99969433e-01,1.49931235e+04,7.66620627e+16,1.94858718e-02,4.32695855e-05,2.08037267e-09,6.60693361e-04,4.69770986e-03,1.95325661e-11,2.45855806e-09,2.43227249e-09,4.76132202e-13,4.69831632e-04,9.98876518e-05,4.63473596e-10,2.52853931e-09,4.81692747e-14,2.14015627e-08,1.99895883e-07,9.70481819e-03,4.14794063e-02,8.62728464e+02,3.13431798e-03,1.20781721e-02,1.01853958e+02,1.76008097e+02,9.69610335e-07,4.95315489e-03,7.70558219e-01,1.28536784e-03,9.30540028e+01,1.70565168e+01,2.40929940e+00,8.41479618e-04,6.42296245e-01,6.00000000e-01,2.00000000e-01,4.14795131e+00,9.21078288e-03,4.15789112e-09,1.00000000e+00,5.23352472e-07,5.17757070e-07,8.38112689e+00,6.00557177e-10,1.06703848e-07,1.05275539e-11,1.39344171e-01,4.55575339e-06,1.21728057e-04
9.77180827e-05,1.99967430e-01,1.49926729e+04,7.66143462e+16,1.94717001e-02,4.60802295e-05,2.21576353e-09,6.59357447e-04,4.69498831e-03,2.21688182e-11,2.61893001e-09,2.59262854e-09,5.07527187e-13,4.69773037e-04,9.94087209e-05,4.93817827e-10,2.69374166e-09,5.46830184e-14,2.26654104e-08,1.98937338e-07,9.70586892e-03,4.14842175e-02,8.62728464e+02,3.13465197e-03,1.20801339e-02,1.01853958e+02,1.76008097e+02,9.69738820e-07,4.95376920e-03,7.70648494e-01,1.28552364e-03,9.30540028e+01,1.70586980e+01,2.40929940e+00,8.41594271e-04,6.42374438e-01,6.00000000e-01,2.00000000e-01,4.14733729e+00,9.81476982e-03,4.72180478e-09,1.00000000e+00,5.57813957e-07,5.52211928e-07,8.32589197e+00,6.00962474e-10,1.13714198e-07,1.11894367e-11,1.39127306e-01,4.82758423e-06,1.21674996e-04
1.04122326e-04,1.99965296e-01,1.49921929e+04,7.65636795e+16,1.94566124e-02,4.90716533e-05,2.35989749e-09,6.57937101e-04,4.69208972e-03,2.51602544e-11,2.78971019e-09,2.76339176e-09,5.40960307e-13,4.69710606e-04,9.89009905e-05,5.26146577e-10,2.86970170e-09,6.20770707e-14,2.39943273e-08,1.97921155e-07,9.70698863e-03,4.14893447e-02,8.62728464e+02,3.13500788e-03,1.20822247e-02,1.01853958e+02,1.76008097e+02,9.69875744e-07,4.95442384e-03,7.70744697e-01,1.28568968e-03,9.30540028e+01,1.70610224e+01,2.40929940e+00,8.41716454e-04,6.42457766e-01,6.00000000e-01,2.00000000e-01,4.14668380e+00,1.04583791e-02,5.36227053e-09,1.00000000e+00,5.94556020e-07,5.88946915e-07,8.27065128e+00,6.01393833e-10,1.21186224e-07,1.18909836e-11,1.38896700e-01,5.11379044e-06,1.21617154e-04
1.10946289e-04,1.99963021e-01,1.49916813e+04,7.65098877e+16,1.94405504e-02,5.22552452e-05,2.51333008e-09,6.56427203e-04,4.68900267e-03,2.85546011e-11,2.97156697e-09,2.94523043e-09,5.76562517e-13,4.69644089e-04,9.83629077e-05,5.60589344e-10,3.05711511e-09,7.04702932e-14,2.53903797e-08,1.96844224e-07,9.70818187e-03,4.14948087e-02,8.62728464e+02,3.13538717e-03,1.20844528e-02,1.01853958e+02,1.76008097e+02,9.70021663e-07,4.95512149e-03,7.70847219e-01,1.28586663e-03,9.30540028e+01,1.70634995e+01,2.40929940e+00,8.41846665e-04,6.42546568e-01,6.00000000e-01,2.00000000e-01,4.14598834e+00,1.11442131e-02,6.08969606e-09,1.00000000e+00,6.33731132e-07,6.28114470e-07,8.21540438e+00,6.01852896e-10,1.29150485e-07,1.26343108e-11,1.38651514e-01,5.41488498e-06,1.21554345e-04
1.18217482e-04,1.99960598e-01,1.49911363e+04,7.64527861e+16,1.94234522e-02,5.56430790e-05,2.67665090e-09,6.54822353e-04,4.68571502e-03,3.24059710e-11,3.16521064e-09,3.13885476e-09,6.14473003e-13,4.69573220e-04,9.77928602e-05,5.97284033e-10,3.25672191e-09,7.99975737e-14,2.68555129e-08,1.95703320e-07,9.70945346e-03,4.15006315e-02,8.62728464e+02,3.13579136e-03,1.20868275e-02,1.01853958e+02,1.76008097e+02,9.70177170e-07,4.95586497e-03,7.70956475e-01,1.28605520e-03,9.30540028e+01,1.70661394e+01,2.40929940e+00,8.41985430e-04,6.42641203e-01,6.00000000e-01,2.00000000e-01,4.14524829e+00,1.18750455e-02,6.91590736e-09,1.00000000e+00,6.75502165e-07,6.69877435e-07,8.16015083e+00,6.02341406e-10,1.37639584e-07,1.34216114e-11,1.38390863e-01,5.73136354e-06,1.21486368e-04
1.25965213e-04,1.99958016e-01,1.49905556e+04,7.63921794e+16,1.94052520e-02,5.92479500e-05,2.85048552e-09,6.53116856e-04,4.68221386e-03,3.67757126e-11,3.37139597e-09,3.34501942e-09,6.54839672e-13,4.69497712e-04,9.71891769e-05,6.36377503e-10,3.46930915e-09,9.08119820e-14,2.83915162e-08,1.94495097e-07,9.71080858e-03,4.15068369e-02,8.62728464e+02,3.13622210e-03,1.20893584e-02,1.01853958e+02,1.76008097e+02,9.70342896e-07,4.95665729e-03,7.71072909e-01,1.28625617e-03,9.30540028e+01,1.70689527e+01,2.40929940e+00,8.42133315e-04,6.42742056e-01,6.00000000e-01,2.00000000e-01,4.14446085e+00,1.26538325e-02,7.85434278e-09,1.00000000e+00,7.20043139e-07,7.14409790e-07,8.10489015e+00,6.02861212e-10,1.46688308e-07,1.42551535e-11,1.38113812e-01,6.06369803e-06,1.21413004e-04
1.34220715e-04,1.99955265e-01,1.49899368e+04,7.63278614e+16,1.93858802e-02,6.30834136e-05,3.03549754e-09,6.51304716e-04,4.67848546e-03,4.17333707e-11,3.59092477e-09,3.56452616e-09,6.97819671e-13,4.69417265e-04,9.65501301e-05,6.78026138e-10,3.69571388e-09,1.03087215e-13,2.99999833e-08,1.93216098e-07,9.71225272e-03,4.15134499e-02,8.62728464e+02,3.13668114e-03,1.20920557e-02,1.01853958e+02,1.76008097e+02,9.70519515e-07,4.95750169e-03,7.71196993e-01,1.28647034e-03,9.30540028e+01,1.70719510e+01,2.40929940e+00,8.42290919e-04,6.42849536e-01,6.00000000e-01,2.00000000e-01,4.14362306e+00,1.34837255e-02,8.92027368e-09,1.00000000e+00,7.67540007e-07,7.61897453e-07,8.04962182e+00,6.03414271e-10,1.56333773e-07,1.51372762e-11,1.37819378e-01,6.41232900e-06,1.21334019e-04
1.43017266e-04,1.99952333e-01,1.49892775e+04,7.62596144e+16,1.93652628e-02,6.71638245e-05,3.23239064e-09,6.49379621e-04,4.67451523e-03,4.73577734e-11,3.82464872e-09,3.79822655e-09,7.43579934e-13,4.69331555e-04,9.58739380e-05,7.22396459e-10,3.93682614e-09,1.17020371e-13,3.16822690e-08,1.91862756e-07,9.71379174e-03,4.15204976e-02,8.62728464e+02,3.13717034e-03,1.20949305e-02,1.01853958e+02,1.76008097e+02,9.70707744e-07,4.95840158e-03,7.71329232e-01,1.28669859e-03,9.30540028e+01,1.70751463e+01,2.40929940e+00,8.42458885e-04,6.42964080e-01,6.00000000e-01,2.00000000e-01,4.14273178e+00,1.43680833e-02,1.01310555e-08,1.00000000e+00,8.18191519e-07,8.12539131e-07,7.99434530e+00,6.04002659e-10,1.66615591e-07,1.60703854e-11,1.37506522e-01,6.77765720e-06,1.21249168e-04
1.52390324e-04,1.99949210e-01,1.49885751e+04,7.61872079e+16,1.93433214e-02,7.15043775e-05,3.44191077e-09,6.47334932e-04,4.67028768e-03,5.37382616e-11,4.07347226e-09,4.04702491e-09,7.92297751e-13,4.69240239e-04,9.51587677e-05,7.69665775e-10,4.19359221e-09,1.32835090e-13,3.34394397e-08,1.90431405e-07,9.71543189e-03,4.15280084e-02,8.62728464e+02,3.13769168e-03,1.20979944e-02,1.01853958e+02,1.76008097e+02,9.70908349e-07,4.95936063e-03,7.71470163e-01,1.28694184e-03,9.30540028e+01,1.70785517e+01,2.40929940e+00,8.42637894e-04,6.43086154e-01,6.00000000e-01,2.00000000e-01,4.14178369e+00,1.53104867e-02,1.15064136e-08,1.00000000e+00,8.72210139e-07,8.66547241e-07,7.93906002e+00,6.04628575e-10,1.77576036e-07,1.70569476e-11,1.37174152e-01,7.16003404e-06,1.21158189e-04
1.62377674e-04,1.99945881e-01,1.49878266e+04,7.61103988e+16,1.93199727e-02,7.61211492e-05,3.66484842e-09,6.45163676e-04,4.66578633e-03,6.09760792e-11,4.33835562e-09,4.31188136e-09,8.44161369e-13,4.69142952e-04,9.44027400e-05,8.20022870e-10,4.46701803e-09,1.50785121e-13,3.52722192e-08,1.88918283e-07,9.71717983e-03,4.15360130e-02,8.62728464e+02,3.13824728e-03,1.21012601e-02,1.01853958e+02,1.76008097e+02,9.71122148e-07,4.96038273e-03,7.71620359e-01,1.28720109e-03,9.30540028e+01,1.70821810e+01,2.40929940e+00,8.42828675e-04,6.43216254e-01,6.00000000e-01,2.00000000e-01,4.14077529e+00,1.63147525e-02,1.30687680e-08,1.00000000e+00,9.29823039e-07,9.24148912e-07,7.88376535e+00,6.05294347e-10,1.89260228e-07,1.80994820e-11,1.36821119e-01,7.55975088e-06,1.21060805e-04
1.73019574e-04,1.99942335e-01,1.49870291e+04,7.60289296e+16,1.92951288e-02,8.10311408e-05,3.90204094e-09,6.42858533e-04,4.66099368e-03,6.91859451e-11,4.62031801e-09,4.59381500e-09,8.99370627e-13,4.69039306e-04,9.36039340e-05,8.73668738e-10,4.75817276e-09,1.71158364e-13,3.71809286e-08,1.87319545e-07,9.71904267e-03,4.15445440e-02,8.62728464e+02,3.13883941e-03,1.21047408e-02,1.01853958e+02,1.76008097e+02,9.71350010e-07,4.96147206e-03,7.71780430e-01,1.28747740e-03,9.30540028e+01,1.70860491e+01,2.40929940e+00,8.43032007e-04,6.43354910e-01,6.00000000e-01,2.00000000e-01,4.13970285e+00,1.73849497e-02,1.48436042e-08,1.00000000e+00,9.91273177e-07,9.85587047e-07,7.82846064e+00,6.06002439e-10,2.01716334e-07,1.92005518e-11,1.36446215e-01,7.97702721e-06,1.20956726e-04
1.84358922e-04,1.99938556e-01,1.49861795e+04,7.59425283e+16,1.92686963e-02,8.62523217e-05,4.15437501e-09,6.40411830e-04,4.65589116e-03,7.84978289e-11,4.92044100e-09,4.89390725e-09,9.58137610e-13,4.68928884e-04,9.27603945e-05,9.30817360e-10,5.06819261e-09,1.94281447e-13,3.91654208e-08,1.85631280e-07,9.72102800e-03,4.15536359e-02,8.62728464e+02,3.13947047e-03,1.21084508e-02,1.01853958e+02,1.76008097e+02,9.71592865e-07,4.96263305e-03,7.71951030e-01,1.28777188e-03,9.30540028e+01,1.70901716e+01,2.40929940e+00,8.43248717e-04,6.43502686e-01,6.00000000e-01,2.00000000e-01,4.13856244e+00,1.85254162e-02,1.68598934e-08,1.00000000e+00,1.05682045e-06,1.05112149e-06,7.77314517e+00,6.06755462e-10,2.14995774e-07,2.03627528e-11,1.36048171e-01,8.41199751e-06,1.20845647e-04
1.96441428e-04,1.99934530e-01,1.49852741e+04,7.58509073e+16,1.92405763e-02,9.18036743e-05,4.42278909e-09,6.37815532e-04,4.65045905e-03,8.90589577e-11,5.23987196e-09,5.21330535e-09,1.02068734e-12,4.68811248e-04,9.18701393e-05,9.91696531e-10,5.39828475e-09,2.20524922e-13,4.12250091e-08,1.83849520e-07,9.72314387e-03,4.15633260e-02,8.62728464e+02,3.14014302e-03,1.21124052e-02,1.01853958e+02,1.76008097e+02,9.71851703e-07,4.96387042e-03,7.72132853e-01,1.28808574e-03,9.30540028e+01,1.70945654e+01,2.40929940e+00,8.43479690e-04,6.43660185e-01,6.00000000e-01,2.00000000e-01,4.13734991e+00,1.97407768e-02,1.91505735e-08,1.00000000e+00,1.12674295e-06,1.12103027e-06,7.71781822e+00,6.07556174e-10,2.29153453e-07,2.15886998e-11,1.35625657e-01,8.86469683e-06,1.20727248e-04
2.09315797e-04,1.99930240e-01,1.49843095e+04,7.57537620e+16,1.92106643e-02,9.77052383e-05,4.70827601e-09,6.35061238e-04,4.64467641e-03,1.01036083e-10,5.57982773e-09,5.55322600e-09,1.08725849e-12,4.68685927e-04,9.09311686e-05,1.05654873e-09,5.74973158e-09,2.50309147e-13,4.33583895e-08,1.81970262e-07,9.72539893e-03,4.15736536e-02,8.62728464e+02,3.14085982e-03,1.21166203e-02,1.01853958e+02,1.76008097e+02,9.72127580e-07,4.96518922e-03,7.72326639e-01,1.28842025e-03,9.30540028e+01,1.70992485e+01,2.40929940e+00,8.43725867e-04,6.43828050e-01,6.00000000e-01,2.00000000e-01,4.13606087e+00,2.10359624e-02,2.17530942e-08,1.00000000e+00,1.20133832e-06,1.19561096e-06,7.66247896e+00,6.08407496e-10,2.44248000e-07,2.28810109e-11,1.35177279e-01,9.33504504e-06,1.20601197e-04
2.23033925e-04,1.99925669e-01,1.49832818e+04,7.56507704e+16,1.91788496e-02,1.03978156e-04,5.01188559e-09,6.32140171e-04,4.63852101e-03,1.14618040e-10,5.94159842e-09,5.91495914e-09,1.15810416e-12,4.68552421e-04,8.99414759e-05,1.12563208e-09,6.12389509e-09,2.84110956e-13,4.55635581e-08,1.79989493e-07,9.72780234e-03,4.15846609e-02,8.62728464e+02,3.14162377e-03,1.21211133e-02,1.01853958e+02,1.76008097e+02,9.72421625e-07,4.96659485e-03,7.72533180e-01,1.28877680e-03,9.30540028e+01,1.71042398e+01,2.40929940e+00,8.43988256e-04,6.44006964e-01,6.00000000e-01,2.00000000e-01,4.13469069e+00,2.24162305e-02,2.47100400e-08,1.00000000e+00,1.28092519e-06,1.27518214e-06,7.60712655e+00,6.09312513e-10,2.60342030e-07,2.42422889e-11,1.34701578e-01,9.82282975e-06,1.20467148e-04
2.37651111e-04,1.99920799e-01,1.49821868e+04,7.55415916e+16,1.91450152e-02,1.10644717e-04,5.33472733e-09,6.29043185e-04,4.63196930e-03,1.30018633e-10,6.32655132e-09,6.29987186e-09,1.23349262e-12,4.68410200e-04,8.88990611e-05,1.19922127e-09,6.52222147e-09,3.22471212e-13,4.78377223e-08,1.77903209e-07,9.73036392e-03,4.15963928e-02,8.62728464e+02,3.14243800e-03,1.21259027e-02,1.01853958e+02,1.76008097e+02,9.72735038e-07,4.96809304e-03,7.72753319e-01,1.28915682e-03,9.30540028e+01,1.71095600e+01,2.40929940e+00,8.44267929e-04,6.44197660e-01,6.00000000e-01,2.00000000e-01,4.13323447e+00,2.38871871e-02,2.80698392e-08,1.00000000e+00,1.36584483e-06,1.36008498e-06,7.55176008e+00,6.10274487e-10,2.77502428e-07,2.56750996e-11,1.34197029e-01,1.03276879e-05,1.20324742e-04
2.53226278e-04,1.99915609e-01,1.49810200e+04,7.54258648e+16,1.91090373e-02,1.17728404e-04,5.67797315e-09,6.25760755e-04,4.62499628e-03,1.47479899e-10,6.73613499e-09,6.70941257e-09,1.31370814e-12,4.68258697e-04,8.78019445e-05,1.27760869e-09,6.94624600e-09,3.66003369e-13,5.01772085e-08,1.75707448e-07,9.73309412e-03,4.16088973e-02,8.62728464e+02,3.14330582e-03,1.21310082e-02,1.01853958e+02,1.76008097e+02,9.73069104e-07,4.96968991e-03,7.72987956e-01,1.28956188e-03,9.30540028e+01,1.71152306e+01,2.40929940e+00,8.44566030e-04,6.44400917e-01,6.00000000e-01,2.00000000e-01,4.13168706e+00,2.54548105e-02,3.18875714e-08,1.00000000e+00,1.45646279e-06,1.45068497e-06,7.49637856e+00,6.11296865e-10,2.95800646e-07,2.71819470e-11,1.33662040e-01,1.08490861e-05,1.20173611e-04
2.69822209e-04,1.99910079e-01,1.49797770e+04,7.53032080e+16,1.90707853e-02,1.25253932e-04,6.04286009e-09,6.22282987e-04,4.61757546e-03,1.67275776e-10,7.17188350e-09,7.14511512e-09,1.39905182e-12,4.68097311e-04,8.66481841e-05,1.36110546e-09,7.39759809e-09,4.15403168e-13,5.25773640e-08,1.73398325e-07,9.73600409e-03,4.16222254e-02,8.62728464e+02,3.14423079e-03,1.21364507e-02,1.01853958e+02,1.76008097e+02,9.73425190e-07,4.97139200e-03,7.73238049e-01,1.28999364e-03,9.30540028e+01,1.71212750e+01,2.40929940e+00,8.44883781e-04,6.44617565e-01,6.00000000e-01,2.00000000e-01,4.13004303e+00,2.71254760e-02,3.62258890e-08,1.00000000e+00,1.55317083e-06,1.54737377e-06,7.44098095e+00,6.12383284e-10,3.15313033e-07,2.87652450e-11,1.33094954e-01,1.13862996e-05,1.20013374e-04
2.87505804e-04,1.99904188e-01,1.49784526e+04,7.51732168e+16,1.90301213e-02,1.33247297e-04,6.43069311e-09,6.18599619e-04,4.60967876e-03,1.89716248e-10,7.63542079e-09,7.60860324e-09,1.48984248e-12,4.67925401e-04,8.54358943e-05,1.45004267e-09,7.87800657e-09,4.71459613e-13,5.50324573e-08,1.70972066e-07,9.73910572e-03,4.16364318e-02,8.62728464e+02,3.14521667e-03,1.21422527e-02,1.01853958e+02,1.76008097e+02,9.73804757e-07,4.97320629e-03,7.73504624e-01,1.29045386e-03,9.30540028e+01,1.71277180e+01,2.40929940e+00,8.45222484e-04,6.44848494e-01,6.00000000e-01,2.00000000e-01,4.12829664e+00,2.89059832e-02,4.11560669e-08,1.00000000e+00,1.65638891e-06,1.65057125e-06,7.38556614e+00,6.13537587e-10,3.36121177e-07,3.04272843e-11,1.32494044e-01,1.19383908e-05,1.19843643e-04
3.06348345e-04,1.99897910e-01,1.49770415e+04,7.50354633e+16,1.89868998e-02,1.41735808e-04,6.84284783e-09,6.14700034e-04,4.60127646e-03,2.15152008e-10,8.12846512e-09,8.10159494e-09,1.58641753e-12,4.67742285e-04,8.41632672e-05,1.54477257e-09,8.38930528e-09,5.35067413e-13,5.75355765e-08,1.68425054e-07,9.74241171e-03,4.16515747e-02,8.62728464e+02,3.14626752e-03,1.21484382e-02,1.01853958e+02,1.76008097e+02,9.74209363e-07,4.97514022e-03,7.73788772e-01,1.29094443e-03,9.30540028e+01,1.71345858e+01,2.40929940e+00,8.45583532e-04,6.45094650e-01,6.00000000e-01,2.00000000e-01,4.12644187e+00,3.08035845e-02,4.67592004e-08,1.00000000e+00,1.76656743e-06,1.76072770e-06,7.33013292e+00,6.14763829e-10,3.58312288e-07,3.21701960e-11,1.31857519e-01,1.25041861e-05,1.19664021e-04
3.26425788e-04,1.99891221e-01,1.49755380e+04,7.48894944e+16,1.89409674e-02,1.50748131e-04,7.28077324e-09,6.10573274e-04,4.59233707e-03,2.43979717e-10,8.65283369e-09,8.62590718e-09,1.68913386e-12,4.67547239e-04,8.28285966e-05,1.64566995e-09,8.93343882e-09,6.07241052e-13,6.00785272e-08,1.65753875e-07,9.74593559e-03,4.16677160e-02,8.62728464e+02,3.14738762e-03,1.21550327e-02,1.01853958e+02,1.76008097e+02,9.74640671e-07,4.97720172e-03,7.74091658e-01,1.29146738e-03,9.30540028e+01,1.71419069e+01,2.40929940e+00,8.45968407e-04,6.45357042e-01,6.00000000e-01,2.00000000e-01,4.12447238e+00,3.28260162e-02,5.31275716e-08,1.00000000e+00,1.88418959e-06,1.87832623e-06,7.27468003e+00,6.16066288e-10,3.81979600e-07,3.39959106e-11,1.31183520e-01,1.30822529e-05,1.19474106e-04
3.47819065e-04,1.99884094e-01,1.49739362e+04,7.47348310e+16,1.88921624e-02,1.60314317e-04,7.74599437e-09,6.06208055e-04,4.58282729e-03,2.76647908e-10,9.21044730e-09,9.18346050e-09,1.79836885e-12,4.67339492e-04,8.14303045e-05,1.75313348e-09,9.51246851e-09,6.89130730e-13,6.26517337e-08,1.62955371e-07,9.74969181e-03,4.16849222e-02,8.62728464e+02,3.14858157e-03,1.21620634e-02,1.01853958e+02,1.76008097e+02,9.75100457e-07,4.97939927e-03,7.74414528e-01,1.29202484e-03,9.30540028e+01,1.71497112e+01,2.40929940e+00,8.46378693e-04,6.45636751e-01,6.00000000e-01,2.00000000e-01,4.12238150e+00,3.49815315e-02,6.03662086e-08,1.00000000e+00,2.00977404e-06,2.00388536e-06,7.21920610e+00,6.17449475e-10,4.07222803e-07,3.59061108e-11,1.30470128e-01,1.36708763e-05,1.19273493e-04
3.70614414e-04,1.99876500e-01,1.49722297e+04,7.45709665e+16,1.88403148e-02,1.70465833e-04,8.24011484e-09,6.01592795e-04,4.57271187e-03,3.13663643e-10,9.80333514e-09,9.77628379e-09,1.91452124e-12,4.67118224e-04,7.99669700e-05,1.86758723e-09,1.01285787e-08,7.82040396e-13,6.52441447e-08,1.60026700e-07,9.75369580e-03,4.17032639e-02,8.62728464e+02,3.14985428e-03,1.21695596e-02,1.01853958e+02,1.76008097e+02,9.75590615e-07,4.98174192e-03,7.74758708e-01,1.29261912e-03,9.30540028e+01,1.71580310e+01,2.40929940e+00,8.46816082e-04,6.45934926e-01,6.00000000e-01,2.00000000e-01,4.12016225e+00,3.72789360e-02,6.85946658e-08,1.00000000e+00,2.14387773e-06,2.13796190e-06,7.16370966e+00,6.18918148e-10,4.34148520e-07,3.79021811e-11,1.29715358e-01,1.42680354e-05,1.19061775e-04
